DILIST_ID,CompoundName,DILIstClassification ,RoutsofAdministration ,smiles,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea;
124,Ketorolac,1,Oral,CN1C2=C(NC=N2)C(=O)N(C)C1=O,11.440787037037037,11.440787037037037,0.3512962962962962,-0.3707407407407406,0.5624722357827983,10.923076923076923,180.16699999999997,172.10299999999998,180.064725496,68,0,0.3317032473983393,-0.33872132070702005,0.33872132070702005,0.3317032473983393,1.3076923076923077,2.0,2.6923076923076925,16.161183645410436,10.505095712585264,2.083513979364682,-2.0033562181195115,1.9680098458412472,-2.364665591916403,5.680268983790721,0.7085278733202686,2.5943160605063236,3.211853813035221,574.1705593822572,9.585421958697399,7.235487636617226,7.235487636617226,6.125897657686228,3.7175834945556487,3.7175834945556487,2.8069039937879805,2.8069039937879805,2.029396145521518,2.029396145521518,1.2689232855293,1.2689232855293,-1.8499999999999999,1349.0443514632882,7.781340073498282,2.317238170551303,0.8507940839640471,72.4540434171574,4.9839785209472085,5.516700717616262,5.647177220767728,0.0,5.559266895052007,5.689743398203474,13.928736479654532,9.77851570501903,0.0,0.0,0.0,0.0,14.09534396535438,6.3273200747645415,0.0,11.16387793838399,0.0,19.102156337477126,14.09534396535438,0.0,0.0,27.165404736163666,0.0,0.0,11.24901029325548,0.0,0.0,0.0,19.102156337477126,14.09534396535438,0.0,0.0,15.916394442908185,0.0,11.16387793838399,0.0,72.68,0.0,9.589074368143644,0.0,11.24901029325548,11.16387793838399,4.567099647791355,17.942091705233086,7.04767198267719,0.0,9.967957041894417,0.0,2.368796296296296,0.0,29.381759259259262,0.0,0.011944444444445201,0.0,0.0,1.3943518518518518,0.0,3.0098148148148147,0.2857142857142857,13,1,6,0,0,0,0,0,2,2,0,0,5,1,6,2,0,0,0,0,0,0,1.3870167874115924,2,-1.0397000000000005,46.575700000000005,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
125,Promethazine,1,Oral,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NCC(C)C2,13.521327274367046,13.521327274367046,0.0727888269505339,-4.098861489040059,0.1618553539085383,23.02857142857143,508.64500000000015,472.35700000000026,508.24678925200004,194,0,0.32592520331788766,-0.4797120057038218,0.4797120057038218,0.32592520331788766,1.3142857142857143,2.057142857142857,2.742857142857143,32.23327335259757,9.91368683714098,2.388210411979974,-2.3772942266892887,2.314689429426729,-2.5612319954383147,7.893280019724692,-0.15340001206915052,2.792280833335303,1.8654004688404098,1062.4816447677247,25.750347897697544,20.21132504632862,21.027821627256344,16.49090818554569,11.985038092702814,13.468201340297208,9.652239966913395,11.33464220832291,6.61103652111234,8.125092405834549,4.747571835937832,6.197485554531335,-2.8599999999999994,34746070.45418451,26.739670744777783,11.252174145340792,6.632672411760463,205.9364725191845,26.37368181086603,16.979165133813694,5.959554568743835,15.930470882759089,0.0,5.969305287951849,10.203820789863343,13.212334168400758,4.722094864452088,0.0,25.980208536304467,55.56973876711143,19.634269217737724,5.687386274683562,23.113398747313287,33.54671701413834,5.409283605791522,14.938793199308897,17.56947956948497,62.930747647825,24.951057821744058,23.762552697081826,0.0,0.0,21.089339549626935,5.687386274683562,0.0,0.0,67.97822457210096,26.033187144477235,17.24509569811431,45.094212382782274,23.094584680902603,0.0,0.0,0.0,177.70999999999998,33.98345782900686,23.113398747313287,0.0,36.28327852517417,37.41251359553556,11.984273114623004,10.966276799312087,6.06636706846161,12.990104268152233,22.279409272155373,11.142951082953708,29.52982331821617,0.0,26.758228224603045,22.844378884447515,6.7548665625176625,-1.353479825278824,2.932185741615234,2.1868123887598863,5.196046194159366,-4.098861489040059,0.6086956521739131,35,7,11,0,2,2,1,1,0,1,4,0,6,6,12,2,9,0,1,1,0,1,8.596555194551831,3,0.9125700000000045,132.5948,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,4,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0;
126,Omeprazole,1,Oral,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,10.866438656449063,10.866438656449063,0.2086574617431265,-1.0194339701604307,0.4267101714465896,12.0,650.9760000000001,638.8800000000001,650.790051864,122,0,0.32031551237641603,-0.5068453544546648,0.5068453544546648,0.32031551237641603,1.1304347826086956,1.7391304347826086,2.260869565217391,126.91474032846821,10.069684729763921,2.1572526270239614,-2.1347406883140967,2.3444233676952604,-2.3179239558208904,14.114772736102514,-0.1379990164679701,2.46120036216218,2.259938325868832,728.4921149657531,17.14589989101247,11.593375856469253,18.06587072999822,10.773764703227071,6.403077299786714,9.639324736551195,4.7527243258301795,8.239296372992634,2.969940976541349,5.43656090506845,1.837941251036228,4.441957736401999,-0.3400000000000002,98209.27805135747,18.990977949808823,8.160013239239413,5.063965411826361,173.5722635628371,20.683585220643646,17.54086449571577,5.749511833283905,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,0.0,110.08872033813525,0.0,10.710546813196189,19.74445492755328,73.74191716915603,0.0,0.0,5.733667477162185,12.462662452073971,0.0,46.60583364720124,0.0,17.248535499851716,10.470530430962235,0.0,17.248535499851716,67.77261188120417,22.22420090678122,11.21535880699783,10.710546813196189,5.563451491696996,30.33183534230805,0.0,0.0,0.0,92.78,12.011146117099809,9.901064578912528,0.0,12.170333456209914,15.069205937633207,12.703816033827788,0.0,18.19910120538483,34.723604763991275,45.181741254136114,15.57705782580294,8.339428893067277,6.3285680992880575,10.866438656449063,18.463419693990165,6.429336991475583,0.5071453274775479,7.8297055304123475,0.2626234745066274,0.0,0.0,0.13333333333333333,23,4,5,0,0,0,0,2,0,2,1,0,4,3,8,0,5,0,0,0,0,0,6.737679630284511,2,3.952700000000001,112.08900000000001,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
127,Carvedilol,1,Oral,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,12.738290816326533,12.738290816326533,0.35660903250188913,-0.9260416666666669,0.8020711980677477,14.04,339.4830000000001,310.2510000000001,339.231062548,134,0,0.23371632803038367,-0.3685549165356388,0.3685549165356388,0.23371632803038367,1.04,1.64,2.12,16.147939192591828,9.732130303323846,2.415838285647448,-2.3616394611418356,2.3469116329259823,-2.471415691867539,5.89838828618145,-0.12229345515633804,2.5911822000739413,2.502189298799148,620.555221777562,18.44938298937633,15.645092274112388,15.645092274112388,11.891588528501451,8.919543717304593,8.919543717304593,7.025906625619414,7.025906625619414,4.860954956686851,4.860954956686851,3.559344711909495,3.559344711909495,-2.1999999999999997,333329.6782175118,19.129072805592827,8.25562130177515,4.07432733929559,150.61881291773346,5.733667477162185,5.41499046939678,0.0,5.907179729351506,0.0,0.0,14.678425435869507,0.0,0.0,0.0,36.39820241076966,51.81195605030872,24.82528163582157,5.693927994848461,4.794537184071822,5.907179729351506,0.0,9.883888251797686,5.733667477162185,51.61444254938121,6.544756405912575,65.98515960585142,0.0,0.0,5.733667477162185,0.0,0.0,0.0,34.419506045357686,10.209527653468601,0.0,45.373149908233955,54.727780119305955,0.0,0.0,0.0,59.22,5.41499046939678,4.794537184071822,0.0,5.907179729351506,24.198431276070394,12.10820789760957,0.0,6.196843571613076,48.53093654769288,37.57883705056018,5.733667477162185,0.0,0.0,19.614017857142862,0.0,6.657003495842782,-0.35660903250188913,16.21355300453515,2.317800925925926,9.470900415721845,0.0,0.42857142857142855,25,2,4,0,0,0,1,1,1,2,1,0,3,1,4,1,8,0,0,0,0,1,6.316895237482395,2,3.361900000000002,102.24840000000006,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0;
128,Cytarabine,1,Intravenous,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,11.89231859410431,11.89231859410431,0.06120370370370365,0.06120370370370365,0.8489671904749567,10.647058823529411,234.343,212.16699999999994,234.173213324,94,0,0.23806613187559775,-0.324484604945174,0.324484604945174,0.23806613187559775,1.1764705882352942,1.7058823529411764,2.176470588235294,16.150137625790563,10.099692731628465,2.0944335667424587,-2.181557420748626,2.1862204178382965,-2.327331479447567,5.932586126168495,-0.1167933644749144,2.307845583406121,2.680267656047493,363.55864155890856,12.836498814253964,11.208833037092342,11.208833037092342,8.078917360319544,6.164591332105107,6.164591332105107,4.276374970349688,4.276374970349688,3.007185260971884,3.007185260971884,1.8408792833076064,1.8408792833076064,-1.35,5511.135253173818,13.713897763578274,6.4012209135305955,3.858200815473424,103.82215798852502,5.316788604006331,0.0,0.0,5.907179729351506,0.0,0.0,9.694446914922299,0.0,0.0,0.0,32.046575604766076,38.06389019460039,5.687386274683562,6.544756405912575,4.794537184071822,11.594566004035068,0.0,4.899909730850478,0.0,27.694948798762496,24.951057821744055,29.32600418877882,0.0,0.0,5.316788604006331,5.687386274683562,0.0,0.0,30.44135867793971,4.794537184071822,13.847474399381248,24.974377382775238,18.19910120538483,0.0,0.0,0.0,32.34,0.0,4.794537184071822,0.0,5.907179729351506,6.544756405912575,29.903802069902703,0.0,0.0,32.046575604766076,24.064172734238056,0.0,0.0,0.0,13.9924574829932,2.9969907407407406,3.167083333333334,0.06120370370370365,6.032499685059208,0.0,10.416431720836485,0.0,0.5,17,1,3,0,0,0,1,1,0,1,0,0,2,1,3,0,5,0,0,0,0,0,5.163864068837512,1,2.5837400000000006,72.33370000000005,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
129,Pergolide,0,Oral,CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,6.482111678004536,6.482111678004536,0.4553327349458298,-0.4553327349458298,0.7227145221154115,20.875,343.898,317.68999999999994,343.170292132,128,0,0.11526225596111898,-0.3657745483551897,0.3657745483551897,0.11526225596111898,1.0833333333333333,1.75,2.375,35.49569154371338,9.876295923603132,2.303691803354072,-2.320935061687478,2.3415572498921753,-2.310453631481585,6.300924794781858,-0.01167121511099272,3.0106700482585884,1.7824946153031798,642.6481375315341,16.993353063746344,14.542462956802048,15.298391902820503,11.593172145670254,8.751969156091917,9.129933629101146,6.819963237005305,7.25639901747729,5.233065452892165,5.485041768231651,3.6005427914898576,3.7265309491596,-1.3499999999999996,408006.0049400039,17.47230332155244,7.689383736353432,3.826164180769678,149.9437903281932,9.636772684650527,5.601050810983688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.06550936946379,63.03826757737562,17.671356107402204,0.0,4.736862953800049,11.600939890232516,0.0,4.899909730850478,0.0,37.8290937086003,20.199310353102682,70.74683991328982,0.0,0.0,0.0,0.0,0.0,11.600939890232516,31.141060913101125,10.337913764783737,0.0,37.31310505186264,54.59730361615449,5.022633313741326,0.0,0.0,12.47,5.601050810983688,0.0,0.0,0.0,6.041840829147961,23.61378839287725,24.94985114346159,0.0,18.19910120538483,55.26952132398795,16.337802844032566,6.482111678004536,6.067916594872312,2.44990824291149,0.7516130479969769,1.8548297745023945,0.0,19.100274143739902,3.656422263575192,4.115838619653555,2.215530079188088,0.42857142857142855,24,0,2,0,1,1,0,2,0,2,2,0,2,0,3,1,6,0,1,1,0,0,5.597968541557474,3,5.104400000000005,100.56900000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
130,Nisoldipine,0,Oral,[H]C(=O)[C@H](O)[C@@H](O)[C@]([H])(O[C@@]1([H])O[C@H](CO)[C@@]([H])(O[C@H]2O[C@H](C)[C@@H](N[C@@]3([H])C=C(CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)CO,10.882536297845197,10.882536297845197,0.008998993456833304,-2.1034896027377714,0.06526150429771298,44.36363636363637,645.6080000000004,602.2640000000004,645.2480135359999,256,0,0.18673279085016053,-0.39357893599096366,0.39357893599096366,0.18673279085016053,0.8863636363636364,1.5227272727272727,2.090909090909091,16.74286726555205,9.863165011597745,2.5194765175501526,-2.477324803231573,2.312066644190068,-2.679320406119752,5.562869715408841,-0.3608095970510206,3.016200603086124,1.7104000515539235,942.7743220461939,33.04072292646837,23.523343921170923,23.523343921170923,20.711252733253882,13.887426651504986,13.887426651504986,11.009998482178348,11.009998482178348,8.028948679569137,8.028948679569137,5.356325836049516,5.356325836049516,-1.3100000000000003,2231599884.2410393,37.150891146342616,15.995902602677091,7.793473874186972,250.28136926080353,95.44363373620756,79.35156304072792,18.86621398179998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.076020106833881,12.496841729759891,0.0,38.00829393958298,90.12684513220121,6.286160523129555,0.0,5.316788604006331,0.0,117.04300174513318,19.820645893538753,11.64912463690315,0.0,0.0,5.316788604006331,0.0,0.0,0.0,202.61092709504,23.741988999272017,0.0,6.923737199690624,11.64912463690315,0.0,0.0,0.0,329.01000000000005,129.93991043898131,71.17939331700099,0.0,11.859265053198822,0.0,0.0,12.999757306524504,0.0,0.0,5.316788604006331,18.947451815200196,22.002479505106862,0.0,10.882536297845197,134.88087200068026,0.008998993456833304,0.0,-2.207982118425624,-26.820963256694636,-1.0792747553022193,0.0,0.88,44,14,19,1,2,3,0,0,0,0,18,0,19,14,19,2,13,0,2,2,0,0,13.505955372262617,3,-8.721900000000007,138.92610000000002,0,13,13,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
131,Citalopram,1,Oral,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,11.101926886495338,11.101926886495338,0.1700982615268325,-0.5584241543839756,0.8976823731418612,19.85,277.408,250.19199999999992,277.204179104,112,0,0.11837813255948948,-0.49676821574830976,0.49676821574830976,0.11837813255948948,1.15,1.75,2.25,16.465295305048556,9.723569294088556,2.38294397689784,-2.4047604985956736,2.400847900629059,-2.424130312088506,5.311261691006088,-0.027725883804693433,2.4535201270100093,2.250737578950777,407.50311001590353,14.58757566981053,12.932067514531196,12.932067514531196,9.548660601927534,7.560706736348483,7.560706736348483,6.2522245832248435,6.2522245832248435,4.433918253019514,4.433918253019514,3.299414395931606,3.299414395931606,-1.06,32347.209354499963,15.331143339748435,6.59472130944262,3.52569093341468,122.1075478762367,14.743300079491233,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.39519900570125,44.633172839826614,12.462662452073968,12.710848352261221,9.843390348640755,0.0,0.0,4.899909730850478,0.0,43.623064971775136,27.74989791254449,29.828919765543436,0.0,5.749511833283905,4.736862953800049,0.0,5.749511833283905,0.0,43.357385849219355,0.0,0.0,43.58546565248844,24.26546827384644,0.0,0.0,0.0,32.7,5.601050810983688,5.106527394840706,0.0,5.917906046161393,0.0,37.97755473090052,11.984273114623004,7.109797541277533,12.13273413692322,31.12798783312808,4.736862953800049,5.227714632149157,0.0,2.1681294879062736,11.101926886495338,0.6535202900604691,1.0386047598051564,8.174118008314437,5.349052659835489,0.8778063586545729,5.825793583445774,0.6470588235294118,20,1,3,1,0,1,0,1,0,1,1,0,3,1,3,0,5,1,0,1,0,1,5.055230884037915,2,3.0356000000000014,82.32380000000005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
132,Methyltestosterone,1,Oral,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,6.1933796296296295,6.1933796296296295,0.09236111111111067,0.09236111111111067,0.8489950317721323,12.105263157894736,255.361,234.19299999999993,255.162314292,100,0,0.12493636782365429,-0.4854164886189282,0.4854164886189282,0.12493636782365429,1.0,1.6842105263157894,2.3684210526315788,16.49006567843342,10.063276412862916,2.13015753888948,-2.2042526225465338,2.262975379548211,-2.1609338183540823,5.325063481415361,0.19343302465882728,2.460814740308613,2.167710157478689,495.62506844693434,13.501789232183626,11.595964544733219,11.595964544733219,9.308861750289884,6.728337092991982,6.728337092991982,4.674902184801593,4.674902184801593,3.1907040796268387,3.1907040796268387,2.0786712405076684,2.0786712405076684,-1.7999999999999994,27068.962143394743,13.62748460330878,6.953864447086801,3.831122161756427,114.97661531065897,10.05365155780638,11.853478221032208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.53093654769288,37.70943564013599,6.4208216229260096,0.0,4.736862953800049,0.0,0.0,5.316788604006331,0.0,19.448525210364934,13.592428388589765,65.72420659954848,0.0,5.749511833283905,10.05365155780638,0.0,5.749511833283905,0.0,13.592428388589765,0.0,6.923737199690624,23.651690994068304,54.59730361615449,0.0,0.0,0.0,21.259999999999998,0.0,0.0,0.0,6.103966387748303,0.0,18.71508986212249,11.126902983393991,0.0,31.313140256523628,42.572361146005,4.736862953800049,6.1933796296296295,0.0,0.0,3.188328924162257,2.397122071050643,0.9652371504157221,18.560825459813557,1.0455829554043836,3.0147812736205593,1.9680758692365836,0.29411764705882354,19,1,2,0,0,0,0,2,0,2,1,0,2,1,2,0,6,0,0,0,0,0,4.987562141377458,2,3.7246200000000034,79.53370000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
133,Testosterone,1,Oral,[H][C@](C)(NC(=O)[C@@]([H])(NC(=O)C1=NC(=NC(N)=C1C)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@]([H])(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)C1=CNC=N1)[C@@H](O)[C@H](C)C(=O)N[C@]([H])(C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C)[C@@]([H])(C)O,15.18087521299917,15.18087521299917,0.005252069575282237,-2.200064387556692,0.015025866135446675,24.0,1415.5760000000005,1330.9039999999995,1414.51843212809,532,0,0.4044622569909291,-0.44052636023575575,0.44052636023575575,0.4044622569909291,0.78125,1.46875,2.09375,32.215668877588634,9.957563791468463,2.5363226799802474,-2.4663641531930005,2.34738479544552,-2.65406454132276,7.950040035202934,-0.3718416740687116,0.8126086263786108,1.2613773453878068,3280.5441304943033,70.98937695798561,52.875517956909675,55.325007699692854,45.344568577334876,29.846542930463535,33.81619198401841,22.806221142760105,26.98642324560987,15.267130905036675,18.14569851375273,9.791307572982364,12.129934371328257,-7.300000000000003,8.979642862788457e+22,77.70404456193783,35.79959330939929,20.62705460781478,558.8102720413514,130.08958145852205,100.39994132426222,18.684019846418728,29.535898646757527,11.814359458703011,6.093240070938415,33.561760288502754,29.714429788807863,0.0,22.673571755869474,6.923737199690624,31.666192349841108,61.41715469075764,79.00553537161629,102.8928314003005,86.8299134608727,0.0,61.80460274972125,28.852575954810135,156.89030153718207,56.84609259769534,56.761552858404514,0.0,10.701551691701226,60.56906900984892,10.61239996190685,0.0,22.673571755869474,267.09909423408624,64.9728030630546,12.841643245852017,88.82500010105888,23.284289187309447,0.0,10.701551691701226,0.0,627.0700000000002,182.71562590965067,74.4139794472284,4.794537184071822,64.90606967210077,22.253931794466567,24.69783887605042,50.36852055463197,10.76012554093183,0.0,74.31614111674406,52.352652154811175,28.712689066590784,2.5242134203964754,130.78171618205508,108.15118643958655,27.994253651244982,-7.703683173023954,-7.861407653376745,-19.966383902159578,3.1691641095151875,0.2538074147268303,0.6181818181818182,96,25,38,0,2,2,8,0,4,4,19,0,31,20,41,6,35,0,2,2,0,10,28.976804102216814,6,-7.703580000000035,338.7773000000002,0,8,8,1,0,6,1,0,0,0,8,8,0,0,0,5,7,5,0,0,0,1,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0;
134,Praziquantel,0,Oral,OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl,10.445114971741956,10.445114971741956,0.21465505589288036,-0.743499798194964,0.7110607782360152,10.421052631578947,304.217,285.06499999999994,303.07928420800005,106,0,0.3028514950889796,-0.4812302517004031,0.4812302517004031,0.3028514950889796,1.105263157894737,1.6842105263157894,2.1578947368421053,35.49675321670235,10.077904079804144,2.050526411060422,-2.2255192109300475,2.163922582248726,-2.2695039429500627,6.182858986698465,-0.13660958946943236,2.38863171723266,2.5541826860485153,375.5372835152444,14.08757566981053,10.817752972546572,12.329610864583483,9.168233757796585,6.346789742822882,7.415834710472579,4.278751746303652,5.034680692322107,2.866448088083593,3.204509789974999,1.8912119006949,2.2992884735074823,-0.9299999999999999,16338.240945871396,16.12534034311013,9.050250670878938,6.168099314738836,123.67306201087634,10.006437125691184,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,23.20187978046503,12.13273413692322,30.537828874472233,36.9577275993754,0.0,9.901064578912528,34.858571343100444,0.0,0.0,0.0,19.26246486877803,29.749429432616306,29.828919765543436,0.0,0.0,4.899909730850478,5.687386274683562,0.0,23.20187978046503,35.92535238455839,11.21535880699783,0.0,18.405094737549014,24.26546827384644,0.0,0.0,0.0,40.54,5.969305287951849,4.794537184071822,0.0,6.4208216229260096,18.180828512866686,30.761172201131718,0.0,0.0,24.26546827384644,4.899909730850478,28.30840717530574,0.0,11.54197397540101,12.585024557489836,8.594839721052537,2.2546125178466454,0.3899364869404556,8.142549445704208,1.6723402060846442,1.5409453117028875,0.0,0.5,19,1,3,0,0,0,0,1,0,1,0,0,2,1,5,0,9,0,0,0,0,0,7.68096696096756,1,3.377900000000002,80.66880000000005,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
