ligand,protein_path
O=C(Nc1cccc(NC(=O)c2cccc(N3CCOCC3)c2)c1)c1cccc(OC2CCN(CC3CC3)CC2)c1,./data/4djh_cleaned.pdb
CN(C(=O)[C@H](NC(=O)OCc1ccccc1)c1ccccc1)[C@H](CN1CCCC1)c1ccccc1,./data/4djh_cleaned.pdb
COC(=O)N1C[C@H]2[C@@H](N3CCCC3)CC[C@@H]1CN2C(=O)Cc1ccc(Cl)c(Cl)c1,./data/4djh_cleaned.pdb
CC(c1ccccc1)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1,./data/4djh_cleaned.pdb
Cc1cc(C)cc([C@@H]2CCCN2Cc2ccc(Oc3ccc(C(N)=O)cc3F)cc2)c1,./data/4djh_cleaned.pdb
C=CC(C)C(=O)O[C@H]1C[C@@H](C(=O)OC)[C@]2(C)CC[C@H]3C(=O)O[C@H](c4ccoc4)C[C@]3(C)[C@H]2C1=O,./data/4djh_cleaned.pdb
COC(=O)[C@@H]1C[C@H](OC(=O)/C=C/c2ccc(OC)cc2)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,./data/4djh_cleaned.pdb
C[C@@]12CC[C@@H](C[C@@H](n3c(=O)c(C(=O)NCC(=O)O)nc4ccccc43)C1)N2C1CCCCCCC1,./data/4djh_cleaned.pdb
O=C(O)c1nc2ccccc2n([C@H]2C[C@H]3CC[C@@H](C2)N3C23CC4CC(CC(C4)C2)C3)c1=O,./data/4djh_cleaned.pdb
CC(C)C1CCC(N2[C@@H]3CC[C@H]2C[C@@H](n2c(=O)c(C(=O)O)nc4ccccc42)C3)CC1,./data/4djh_cleaned.pdb
CCOC(=O)c1nc2ccccc2n([C@H]2C[C@H]3CC[C@@H](C2)N3C2CCCCCCC2)c1=O,./data/4djh_cleaned.pdb
N[C@@H](c1cc(F)cc(F)c1)[C@@H]1CCN1C(c1ccccc1)c1ccccc1,./data/4djh_cleaned.pdb
OC1(c2ccccc2)CCN(C(c2ccccc2)c2cccc(C(F)(F)F)c2)CC1,./data/4djh_cleaned.pdb
OC1(c2ccccc2)CCN(C(Cc2ccccc2)c2ccccc2)CC1,./data/4djh_cleaned.pdb
CCC(O)c1cc2c(cc1O)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,./data/4djh_cleaned.pdb
NC(=O)c1ccc(Oc2ccc(CNCCc3ccccc3)cc2)cn1,./data/4djh_cleaned.pdb
C[C@H]1C2Cc3ccc(C(=O)NCCc4ccc(-c5ccccn5)cc4)cc3[C@@]1(C)CCN2CC1CC1,./data/4djh_cleaned.pdb
C[C@H]1C2Cc3ccc(C(=O)NCCc4ccc(-c5cccnc5)cc4)cc3[C@@]1(C)CCN2CC1CC1,./data/4djh_cleaned.pdb
C[C@H]1CN2C[C@H](c3ccccc3)CC[C@@H]2C[C@@]1(C)c1cccc(O)c1,./data/4djh_cleaned.pdb
COC(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,./data/4djh_cleaned.pdb
O=C(O[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5)c1ccccn1,./data/4djh_cleaned.pdb
O=C(O[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5)c1ccccc1,./data/4djh_cleaned.pdb
COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](C(=O)OC(C)C)C[C@]21C,./data/4djh_cleaned.pdb
COc1ccccc1CNc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CC1)CC3,./data/4djh_cleaned.pdb
NC(=O)N1CCC(c2ccccc2)(c2nccn2Cc2ccccc2)CC1,./data/4djh_cleaned.pdb
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,./data/4djh_cleaned.pdb
C[C@@H]1[C@@H]2CCC[C@@]1(c1cccc(O)c1)CCN2CCc1ccccc1,./data/4djh_cleaned.pdb
Oc1cccc([C@@]23CCC[C@@H]([C@H]2O)N(CCc2ccccc2)CC3)c1,./data/4djh_cleaned.pdb
CCN(CC)C(=O)c1ccc(N(c2cccc(O)c2)C2CCN(CCc3ccc(C)cc3)CC2)cc1,./data/4djh_cleaned.pdb
COc1cccc(C2(O)CCCCC2CN(C)C)c1,./data/4djh_cleaned.pdb
CC1C2Cc3ccc(C(N)=O)cc3C1(C)CCN2CC1CC1,./data/4djh_cleaned.pdb
O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,./data/4djh_cleaned.pdb
NC(=O)c1ccc(Oc2ccc(CCNCc3ccccc3)cc2)nc1,./data/4djh_cleaned.pdb
COc1cccc(CC(=O)N[C@@H]2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@H]2O6)c1,./data/4djh_cleaned.pdb
CCC(c1ccccc1)N1CCC2(CC1)C(=O)NCN2c1ccccc1,./data/4djh_cleaned.pdb
O=C1NCN(c2ccccc2)C12CCN(Cc1c(Cl)cccc1Cl)CC2,./data/4djh_cleaned.pdb
O=C1NCN(c2ccccc2)C12CCN(Cc1cccnc1)CC2,./data/4djh_cleaned.pdb
CC[C@]12CCN(C[C@H](O)c3ccccc3)C[C@H]1Oc1ccc(O)cc12,./data/4djh_cleaned.pdb
Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,./data/4djh_cleaned.pdb
O=C(O)CCCCCCCCC(=O)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,./data/4djh_cleaned.pdb
O=C(CCCCCCCCC(=O)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,./data/4djh_cleaned.pdb
CC(CCCCC(C)C(=O)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3)C(=O)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,./data/4djh_cleaned.pdb
C[C@H]1[C@H]2Cc3ccc(C(=O)NCCc4ccc(-c5ccc(O)cc5)cc4)cc3[C@]1(C)CCN2CC1CC1,./data/4djh_cleaned.pdb
CC(C)Oc1cccc(-c2ccc(CCNC(=O)c3ccc4c(c3)C3(C)CCN(CC5CC5)C(C4)C3C)cc2)c1,./data/4djh_cleaned.pdb
COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](C3CC(OC)OC3OC)C[C@]21C,./data/4djh_cleaned.pdb
CC(C)(C)OC(=O)N1CCC(c2ccccc2)(c2nccn2Cc2ccccc2)CC1,./data/4djh_cleaned.pdb
COCC(=O)N1CCC(c2ccccc2)(c2nccn2Cc2ccc(C(=O)OC)cc2)CC1,./data/4djh_cleaned.pdb
O=C(N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccc2ccccc2c1,./data/4djh_cleaned.pdb
O=C(N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccccc1,./data/4djh_cleaned.pdb
c1cc2c(cc1OCCCCCCCCCCOc1ccc3c(c1)[C@@]14CCCC[C@H]1[C@@H](C3)N(CC1CCC1)CC4)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,./data/4djh_cleaned.pdb
c1cc2c(cc1OCC1CO1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,./data/4djh_cleaned.pdb
O=C(Nc1ccc(I)cc1)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,./data/4djh_cleaned.pdb
O/N=C\c1cc2c(cc1O)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,./data/4djh_cleaned.pdb
NC(=O)[C@@H]1CSCSC[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2cccc3ccccc23)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1,./data/4djh_cleaned.pdb
CNC(=O)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3,./data/4djh_cleaned.pdb
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccc(I)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)O,./data/4djh_cleaned.pdb
CCCN1CC[C@@]2(C)c3cc(O)ccc3CC1[C@H]2C,./data/4djh_cleaned.pdb
CO[C@@]12C=C[C@@]3([C@@H]4CN(C(=O)/C=C/c5ccc(C)cc5)C[C@@H]41)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5,./data/4djh_cleaned.pdb
CN1CCc2c(c3cccc4c3n2-c2ccccc2CC4)C1,./data/4djh_cleaned.pdb
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2[nH]c4ccccc4c2C[C@@]3(NC(=O)CCc2ccccc2)C1C5,./data/4djh_cleaned.pdb
Cl.Cn1c(=O)[nH]c2c([nH]c(=O)n2C)c1=N,./data/4djh_cleaned.pdb
CCOC[C@@H]1C[C@]2(C)[C@H]3C(=O)[C@@H](OC(C)=O)C[C@@H](C(=O)OC)[C@]3(C)CC[C@H]2C(=O)O1,./data/4djh_cleaned.pdb
Oc1ccc(CNc2ccc3c(c2)[C@@]24CCCC[C@H]2[C@@H](C3)N(CC2CC2)CC4)cc1,./data/4djh_cleaned.pdb
CN1CCC23c4c5ccc(O)c4OC2c2n[nH]cc2CC3(O)C1C5,./data/4djh_cleaned.pdb
CN(C(=O)Cc1cccc2occc12)[C@@H]1CCCC[C@H]1N1CCC(CO)C1.Cl,./data/4djh_cleaned.pdb
NC(=O)c1ccc(Oc2ccc(CN3CCC[C@@H]3c3cccnc3)cc2)c(Cl)c1,./data/4djh_cleaned.pdb
CN1C2CCC[C@@](c3cccc(O)c3)(C2)[C@@H]1CO,./data/4djh_cleaned.pdb
Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314,./data/4djh_cleaned.pdb
CN1c2ccc(Cl)cc2C(c2ccccc2)=NCC1CCNC(=O)c1cccs1,./data/4djh_cleaned.pdb
CCCCC(=N)NCCc1ccc2c(c1)C1C[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@@H](O6)C1N2,./data/4djh_cleaned.pdb
CC(C)(O)c1ccc(C2(c3cccc(O)c3)CCCN(CC3CC3)C2)cc1,./data/4djh_cleaned.pdb
COc1ccc2c3c1O[C@H]1[C@@]4(OC)CC[C@@]5(C[C@]4(C)C(O)c4ccccc4)[C@@H](C2)N(CC2CC2)CC[C@]315,./data/4djh_cleaned.pdb
COc1ccc2c3c1O[C@H]1[C@@]4(OC)C=C[C@@]5(C[C@@H]4C(=O)c4ccccc4)[C@@H](C2)N(CC2CC2)CC[C@]315,./data/4djh_cleaned.pdb
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,./data/4djh_cleaned.pdb
Cc1cc(C)cc([C@H]2CCCN2Cc2ccc(Oc3ccc(C(N)=O)cc3F)cc2)c1,./data/4djh_cleaned.pdb
C[C@H]1C2Cc3ccc(C(=O)NCCc4ccc(-c5ccccc5)nc4)cc3[C@@]1(C)CCN2CC1CC1,./data/4djh_cleaned.pdb
O=C1NCN(c2ccccc2)C12CCN(C1CCc3ccc(Cl)cc3C1)CC2,./data/4djh_cleaned.pdb
CC[C@@](O)(c1ccccc1)[C@H]1C[C@@]23CC[C@]1(OC)[C@@H]1Oc4c(O)ccc5c4[C@@]12CCN(CC1CC1)[C@@H]3C5,./data/4djh_cleaned.pdb
O=C1/C(=C/c2ccc(F)cc2)C[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,./data/4djh_cleaned.pdb
N#Cc1ccc(/C=C2\C[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@@H](O6)C2=O)cc1,./data/4djh_cleaned.pdb
CC(C)[C@@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)NC(=O)[C@H]1Cc2ccc(O)cc2CN1C,./data/4djh_cleaned.pdb
NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)N1C(=O)O[C@@H](CNC(=O)[C@@H](N)Cc2ccc(O)cc2)C1=O,./data/4djh_cleaned.pdb
CN1CC[C@]23c4c5ccc(NCc6cccc(O)c6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,./data/4djh_cleaned.pdb
COc1ccccc1CNc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,./data/4djh_cleaned.pdb
Oc1cccc(CNc2ccc3c(c2)[C@@]24CCCC[C@H]2[C@@H](C3)N(CC2CCC2)CC4)c1,./data/4djh_cleaned.pdb
Nc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CC1)CC3,./data/4djh_cleaned.pdb
O=C1NCN(c2ccccc2)C12CCN(C1CCc3ccccc3C1)CC2,./data/4djh_cleaned.pdb
O=C1CC[C@@]2(NCC#Cc3ccc(Cl)cc3)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,./data/4djh_cleaned.pdb
CCC(C)(C)[C@H]1CC[C@@H](N2CCC(N3C(=O)Cc4ccccc43)CC2)CC1,./data/4djh_cleaned.pdb
CC1CN(c2nc3ccccc3n2C2CCN(C3(CO)CCCCCCC3)CC2)CCN1,./data/4djh_cleaned.pdb
FCCC1OC2(CCN(Cc3ccccc3)CC2)c2ccccc21,./data/4djh_cleaned.pdb
Oc1cccc2c1O[C@H]1CC[C@@H]3C[C@]21CCN3CCc1ccccc1,./data/4djh_cleaned.pdb
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,./data/4djh_cleaned.pdb
CN[C@H]1C[C@H]2C[C@@](c3cccc(O)c3)(C1)[C@H](C)CN2CCCc1ccccc1.Cl.Cl,./data/4djh_cleaned.pdb
CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,./data/4djh_cleaned.pdb
C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)NCCO,./data/4djh_cleaned.pdb
COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](/C=C\c3ccoc3)C[C@]21C,./data/4djh_cleaned.pdb
COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)C2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,./data/4djh_cleaned.pdb
NC(=O)c1ccc2c(c1)CCCN2c1ccc(CNC2Cc3ccccc3C2)c(F)c1,./data/4djh_cleaned.pdb
CC(C)CCN1CC[C@H]2CC(=O)[C@H](Cc3ccccc3)[C@H]3CCC[C@@H]1[C@H]23,./data/4djh_cleaned.pdb
COc1ccc2c(c1)[C@]13CCN(CC4CCC4)[C@H](C2)[C@@H]1Cc1c([nH]c2ccccc12)C3,./data/4djh_cleaned.pdb
NC(=O)c1ccc(Oc2ccc(CCNCc3ccccc3)cc2)nc1,./data/4djh_cleaned.pdb
CN1CC[C@]2(c3cccc(O)c3)C[C@@H](c3ccccc3)C[C@H]1C2,./data/4djh_cleaned.pdb
N/C(=N/Cc1ccc(N)cc1)Nc1ccc2[nH]c3c(c2c1)C[C@@]1(O)[C@H]2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,./data/4djh_cleaned.pdb
CCCCCCC/N=C(\N)Cc1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,./data/4djh_cleaned.pdb
C[C@H](NC(C)(C)CN(C)C(=O)C1(C(N)=O)CC1)c1ccccc1,./data/4djh_cleaned.pdb
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)/C(=C/c2ccccc2)C[C@@]3(O)[C@H]1C5,./data/4djh_cleaned.pdb
C=C1[C@@H]2CCC[C@]1(c1cccc(O)c1)CCN2CCc1ccccc1,./data/4djh_cleaned.pdb
CC12C[C@H]3C[C@@H](N4[C@@H]5CCC[C@H]4C[C@@H](n4c(=O)c(N6CC[C@H]6C(=O)O)nc6ccccc64)C5)C[C@@H]1C[C@@H]2C3,./data/4djh_cleaned.pdb
N[C@@H]1CN(c2nc3ccccc3n([C@H]3C[C@H]4CCC[C@@H](C3)N4[C@@H]3C[C@@H]4CCCC[C@@H](C4)C3)c2=O)[C@@H]1C(=O)O,./data/4djh_cleaned.pdb
CC(=O)NCc1ccccc1CC(=O)N(C)[C@H](CN1CCCC1)c1ccccc1,./data/4djh_cleaned.pdb
O=C(O[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5)c1ccncc1,./data/4djh_cleaned.pdb
COC(=O)[C@@H]1C[C@H](O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,./data/4djh_cleaned.pdb
COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@@H]2[C@@]3(C)C[C@@H](c4nc(C)no4)OC(=O)[C@H]3CC[C@]21C,./data/4djh_cleaned.pdb
COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](C3CCOC3)C[C@]21C,./data/4djh_cleaned.pdb
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@@H]1CCCC[C@H]1N1CCCC1,./data/4djh_cleaned.pdb
CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)c1cc(C)cc(C)c1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,./data/4djh_cleaned.pdb
C[C@H]1[C@@H]2CC[C@H](c3ccccc3)CN2CC[C@@]1(C)c1cccc(O)c1,./data/4djh_cleaned.pdb
C=CCN1C[C@H](C)N([C@H](c2ccc(C(=O)N(CC)CC)cc2)c2cccc(O)c2)C[C@H]1C,./data/4djh_cleaned.pdb
C1=C(c2ccccc2)c2ccccc2OC12CCNCC2,./data/4djh_cleaned.pdb
Cc1cc(S(=O)(=O)NCC(=O)NC2CCC2NC(C)C)ccc1F,./data/4djh_cleaned.pdb
Cc1ccc(-c2ccccc2CN2CC3CNCC3C2)o1,./data/4djh_cleaned.pdb
O=C(NC[C@@H](c1ccco1)N1CCCC1)c1cc2ccccc2o1,./data/4djh_cleaned.pdb
CN(C(=O)/C=C/c1ccoc1)[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5.Cl,./data/4djh_cleaned.pdb
C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)N[C@@H](CCCCN)C(=O)O)CC[C@@]1(C)c1cccc(O)c1,./data/4djh_cleaned.pdb
O=C1NCN(c2ccccc2)C12CCN(C(c1cccc(F)c1)c1cccc(F)c1)CC2,./data/4djh_cleaned.pdb
O=C(C[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1)N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,./data/4djh_cleaned.pdb
O=C(NCCc1ccccc1)c1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,./data/4djh_cleaned.pdb
CCCCN1CC[C@@]2(C)c3cc(O)ccc3CC1[C@H]2C,./data/4djh_cleaned.pdb
CN(C)c1ccc(/C=C2\C[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@@H](O6)C2=O)cc1,./data/4djh_cleaned.pdb
Oc1ccc2c(c1)[C@]13CCN(CC4CC4)[C@H](C2)[C@@H]1Cc1c([nH]c2ccccc12)C3,./data/4djh_cleaned.pdb
O=C(Nc1ccccc1)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3,./data/4djh_cleaned.pdb
Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,./data/4djh_cleaned.pdb
CCNC(=O)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CC1)CC3,./data/4djh_cleaned.pdb
CN(C)[C@H](CNC(=O)c1c[nH]nc1-c1ccccc1)c1cccs1,./data/4djh_cleaned.pdb
COC(=O)[C@@H]1C[C@@H](NC(C)C)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,./data/4djh_cleaned.pdb
O=C(C/C=C/c1ccc(Cl)cc1)N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5,./data/4djh_cleaned.pdb
Oc1cccc(C(O)CNCc2ccc(Cl)cc2Cl)c1,./data/4djh_cleaned.pdb
N=C(N)NCC(=O)NCC1(Nc2ccccc2)CCN(Cc2ccccc2)CC1,./data/4djh_cleaned.pdb
N=C(N)NCC(=O)NCC1(Cc2ccccc2)CCN(Cc2ccccc2)CC1,./data/4djh_cleaned.pdb
COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3Br)C[C@]21C,./data/4djh_cleaned.pdb
COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](C(O)c3ccco3)C[C@]21C,./data/4djh_cleaned.pdb
CC1C2Cc3ccc(C(=O)NCCc4ccc(-c5ccc6c(c5)OCO6)cc4)cc3C1(C)CCN2CC1CC1,./data/4djh_cleaned.pdb
O=C1N(CC2CCCCC2)CN(c2ccccc2)C12CCN(C(c1ccccc1)c1ccccc1)CC2,./data/4djh_cleaned.pdb
O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccncc1,./data/4djh_cleaned.pdb
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H]1CCNc2ccc(Cc3ccc4ccccc4c3)cc21,./data/4djh_cleaned.pdb
CN1CC[C@@]23C[C@@H]1CC[C@H]2Oc1ccc(O)cc13,./data/4djh_cleaned.pdb
NC(=O)c1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314,./data/4djh_cleaned.pdb
C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,./data/4djh_cleaned.pdb
CN(C)[C@H](CNC(=O)C1CCN(C(N)=O)CC1)c1cccs1,./data/4djh_cleaned.pdb
C[C@H]1C2Cc3ccc4[nH]nnc4c3[C@@]1(C)CCN2CC1CC1,./data/4djh_cleaned.pdb
C[C@H]1C2Cc3cc4nc[nH]c4cc3[C@@]1(C)CCN2CC1CC1,./data/4djh_cleaned.pdb
CN(C(=O)Cc1ccc(C(F)(F)F)cc1)[C@H](CN1CCCC1)c1cccc(NC(=O)CCC(=O)O)c1,./data/4djh_cleaned.pdb
N[C@@H](c1ccc(Oc2ccccc2)cc1)[C@@H]1CCN1C(c1ccccc1)c1ccccc1,./data/4djh_cleaned.pdb
COc1cccc(C2CCCN2Cc2ccc(Oc3ccc(C(=O)NO)cc3F)cc2)c1,./data/4djh_cleaned.pdb
C[N+]1(CC2CC2)CC[C@]23c4c5ccc(C(N)=O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.[I-],./data/4djh_cleaned.pdb
COC(=O)[C@@H]1C[C@H](O)C(=O)C2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,./data/4djh_cleaned.pdb
CN1C[C@H](O)[C@]2(c3cccc(O)c3)CCC[C@H]1C2,./data/4djh_cleaned.pdb
CN1C[C@@H](O)[C@]2(c3cccc(O)c3)CCC[C@H]1C2,./data/4djh_cleaned.pdb
Oc1cccc(CNCc2cc3ccccc3[nH]2)c1,./data/4djh_cleaned.pdb
COc1ccc2oc(C(=O)NCC(c3ccco3)N3CCCC3)c(C)c2c1,./data/4djh_cleaned.pdb
Cc1c(C(=O)NCC(c2ccco2)N2CCCC2)oc2ccc(Cl)cc12,./data/4djh_cleaned.pdb
CN(Cc1ccccc1NC(=O)NCc1ccoc1)C1CCCCC1,./data/4djh_cleaned.pdb
O=C(NO)c1ccc(Oc2ccc(CN3CCCC3c3cccc(F)c3)cc2)c(F)c1,./data/4djh_cleaned.pdb
CCN(CC)C(=O)c1ccc(N(c2cccc(O)c2)C2CCN(CCc3ccncc3)CC2)cc1,./data/4djh_cleaned.pdb
O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,./data/4djh_cleaned.pdb
CCOCO[C@H]1C[C@@H](C(=O)OC)[C@]2(C)CC[C@H]3C(=O)O[C@@H](c4ccoc4)C[C@]3(C)[C@H]2C1=O,./data/4djh_cleaned.pdb
NC(=O)CN1CCC[C@H]1c1nc2ccccc2n1[C@H]1C[C@H]2CCC[C@@H](C1)N2[C@@H]1C[C@@H]2CCCC[C@@H](C2)C1,./data/4djh_cleaned.pdb
NC(=O)/N=c1\[nH]c2ccccc2n1C1CCN(C2CCCCCCC2)CC1,./data/4djh_cleaned.pdb
O=C(O)CN1CCC[C@H]1Cc1nc2ccccc2n1[C@H]1C[C@H]2CCC[C@@H](C1)N2[C@@H]1C[C@@H]2CCCC[C@@H](C2)C1,./data/4djh_cleaned.pdb
c1ccc2c(c1)nc(C[C@H]1COCCN1)n2[C@H]1C[C@H]2CCC[C@@H](C1)N2[C@@H]1C[C@@H]2CCCC[C@@H](C2)C1,./data/4djh_cleaned.pdb
c1ccc2c(c1)nc(C[C@@H]1COCCN1)n2[C@H]1C[C@H]2CCC[C@@H](C1)N2[C@@H]1C[C@@H]2CCCC[C@@H](C2)C1,./data/4djh_cleaned.pdb
COc1ccc2oc(C(=O)NCC(c3ccco3)N3CCCC3)c(C)c2c1,./data/4djh_cleaned.pdb
Cc1cccc(C(O)CNC(C)Cn2cc(Br)cn2)c1,./data/4djh_cleaned.pdb
CN(CCc1ccc(Cl)c(Cl)c1)[C@@H]1CCCC[C@H]1N1CCCC1,./data/4djh_cleaned.pdb
