ligand,protein_path
C=CCN(CC=C)CCc1c[nH]c2ccc(F)cc12,./data/4djh_cleaned.pdb
C=CCN(CC=C)CCc1c[nH]c2ccc(Cl)cc12,./data/4djh_cleaned.pdb
C=CCN(CC=C)CCc1c[nH]c2ccccc12,./data/4djh_cleaned.pdb
CCCNCc1cc2c(cc1O)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,./data/4djh_cleaned.pdb
Oc1cc2c(cc1CNCCCCCCNCc1cc3c(cc1O)[C@@]14CCCC[C@H]1[C@@H](C3)N(CC1CCC1)CC4)C[C@@H]1[C@@H]3CCCC[C@]23CCN1CC1CCC1,./data/4djh_cleaned.pdb
CCCCCCCCCC(O)c1cc2c(cc1O)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,./data/4djh_cleaned.pdb
C=CCN(CC=C)CCc1c[nH]c2ccc(C)cc12,./data/4djh_cleaned.pdb
C[C@H]1CN(CCC(=O)N(c2ccccc2)[C@@H](Cc2ccccc2)C(=O)O)CC[C@@]1(C)c1cccc(O)c1,./data/4djh_cleaned.pdb
C[C@H]1CN(CCC(=O)N[C@@H](Cc2ccc(-c3ccccc3)cc2)C(=O)O)CC[C@@]1(C)c1cccc(O)c1,./data/4djh_cleaned.pdb
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1cc(CNCc2ccccc2)c(O)cc13,./data/4djh_cleaned.pdb
O=C(Nc1ccc(I)cc1)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CC1)CC3,./data/4djh_cleaned.pdb
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1cc(CO)c(O)cc13,./data/4djh_cleaned.pdb
Cc1cc(C)cc(C2CCCN2Cc2ccc(Oc3ccc(C(N)=O)cc3F)cc2)c1,./data/4djh_cleaned.pdb
C[C@H]1C2Cc3ccc(C(N)=O)cc3[C@@]1(C)CCN2CC1CC1,./data/4djh_cleaned.pdb
NCc1ccccc1C1(O)CCN(C(c2ccccc2)c2ccccc2)CC1,./data/4djh_cleaned.pdb
C[C@H]1[C@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CCC(=O)Nc1cccc2cccnc12,./data/4djh_cleaned.pdb
CC(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H](CC1CCCCC1)C(=O)N[C@H]1CC[C@H]2CCC[C@@H](C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@H](Cc3ccc(Cl)cc3)C(N)=O)N2C1=O,./data/4djh_cleaned.pdb
CCN(CC)C(=O)c1ccc(N(c2cccc(OC)c2)C2CCN(CCc3ccsc3)CC2)cc1,./data/4djh_cleaned.pdb
COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(NC(=O)C#Cc5ccc(Cl)cc5)[C@@H](C2)N(CC2CC2)CC[C@]314,./data/4djh_cleaned.pdb
C=CCN1C[C@H](C)N([C@H](c2ccc(C(=O)N(CC)CC)cc2)c2cccc(OC)c2)C[C@H]1C,./data/4djh_cleaned.pdb
CC[C@@]12CCN(C[C@@H](O)c3ccccc3)C[C@@H]1Oc1ccc(O)cc12,./data/4djh_cleaned.pdb
CCn1cc(-c2ccccc2)c2c1[C@@H]1Oc3c(O)ccc4c3[C@@]13CCN(CC1CC1)C(C4)[C@]3(O)C2,./data/4djh_cleaned.pdb
CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)CC(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,./data/4djh_cleaned.pdb
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)O,./data/4djh_cleaned.pdb
C[C@H]1[C@H]2CC[C@@H](c3ccccc3)CN2CC[C@@]1(C)c1cccc(O)c1,./data/4djh_cleaned.pdb
CC(C)[C@@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)NC(=O)[C@H]1Cc2ccc(O)cc2CN1,./data/4djh_cleaned.pdb
NC(=O)c1ccc(Oc2ccc(CN3CCC[C@H]3c3cccnc3)cc2)c(Cl)c1,./data/4djh_cleaned.pdb
COC(=O)[C@]12CN(C)C[C@](C(=O)OC)(C1=O)[C@@H](c1ccccn1)N(C)[C@H]2c1ccccn1,./data/4djh_cleaned.pdb
CN1CC[C@@]2(CCc3ccccc3F)c3cc(O)ccc3O[C@H]2C1,./data/4djh_cleaned.pdb
CCCCC[C@@]12CCN(C)C[C@@H]1Oc1ccc(O)cc12,./data/4djh_cleaned.pdb
COc1ccccc1-c1cnc2c(c1)C[C@@]1(OCCCc3ccccc3)[C@H]3Cc4ccc(O)c5c4[C@@]1(CCN3CC1CC1)[C@H]2O5,./data/4djh_cleaned.pdb
CC(=O)Nc1ccc(-c2cnc3c(c2)C[C@@]2(OCCCc4ccccc4)[C@H]4Cc5ccc(O)c6c5[C@@]2(CCN4CC2CC2)[C@H]3O6)cc1,./data/4djh_cleaned.pdb
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,./data/4djh_cleaned.pdb
COc1ccc2cc(CCNC(=O)c3ccc4c(c3)C3(C)CCN(CC5CC5)C(C4)C3C)ccc2c1,./data/4djh_cleaned.pdb
COC(=O)[C@@H]1C[C@@H](I)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,./data/4djh_cleaned.pdb
COC(=O)[C@@H]1C[C@@H](F)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,./data/4djh_cleaned.pdb
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2c(c4c(n2CCc2ccccc2)CCCC4)C[C@@]3(O)C1C5,./data/4djh_cleaned.pdb
Oc1ccc2c3c1O[C@H]1c4c(c5c(n4Cc4ccccc4)CCCC5)C[C@@]4(O)C(C2)N(CC2CC2)CC[C@]314,./data/4djh_cleaned.pdb
CN(C(=O)Cc1ccc(CNS(=O)(=O)Cc2ccccc2)cc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,./data/4djh_cleaned.pdb
CN(C(=O)Cc1ccc(CCNS(C)(=O)=O)cc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,./data/4djh_cleaned.pdb
CN(C(=O)Cc1ccc(CNS(C)(=O)=O)cc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,./data/4djh_cleaned.pdb
CN(C(=O)Cc1ccc(CNS(=O)(=O)Cc2cccs2)cc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,./data/4djh_cleaned.pdb
O=C(O)C(O)c1ccccc1.Oc1ccc2c(c1)[C@]13CCCCC1[C@H](C2)N(CC1CCC1)CC3,./data/4djh_cleaned.pdb
O=C(CCCCCCCCC(=O)Oc1ccc2c(c1)[C@@]13CCCCC1[C@@H](C2)N(CC1CCC1)CC3)Nc1ccc2c(c1)[C@@]13CCCCC1[C@@H](C2)N(CC1CCC1)CC3,./data/4djh_cleaned.pdb
O=C(/C=C/c1ccc(Cl)cc1)NC12CCC(=O)C3Oc4cccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5,./data/4djh_cleaned.pdb
Oc1nc2ccccc2n1[C@H]1CCN2[C@H](CCC[C@H]2C2CCCCC2)C1,./data/4djh_cleaned.pdb
Cc1ccc(N2CNC(=O)C23CCN(C2Cc4cccc5cccc2c45)CC3)cc1,./data/4djh_cleaned.pdb
O=C1NCN(c2ccccc2)C12CCN(C(c1ccccc1)c1ccccc1)CC2,./data/4djh_cleaned.pdb
C=CC[C@]1(COC)C[C@@H](C(=O)OC)[C@]2(C)CC[C@H]3C(=O)O[C@H](c4ccoc4)C[C@]3(C)[C@H]2C1=O,./data/4djh_cleaned.pdb
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H]1Cc2ccccc2CN(CCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)O)C(C)(C)C)C1=O,./data/4djh_cleaned.pdb
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@@H]1CSCCSC(C)(C)[C@H](C(=O)N[C@@H](CO)C(=O)O)NC(=O)C2(Cc3ccccc3C2)NC1=O,./data/4djh_cleaned.pdb
O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,./data/4djh_cleaned.pdb
CN(C(=O)[C@@H](NC(=O)c1ccccc1)c1ccccc1)[C@H](CN1CCCC1)c1ccccc1,./data/4djh_cleaned.pdb
NC(=O)[C@@H]1CSCSC[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)N1,./data/4djh_cleaned.pdb
COc1cccc2c1O[C@H]1CCC[C@H]3CN(C)CC[C@@]231,./data/4djh_cleaned.pdb
C[C@@H](O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@H](CS)NC(=O)[C@H](N)Cc1ccccc1)[C@@H](C)O)C(C)(C)S)C(=O)O,./data/4djh_cleaned.pdb
CCCCCCCCC(O)COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,./data/4djh_cleaned.pdb
NC(=O)[C@@H]1CSCSC[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2cccc3ccccc23)C(=O)N1,./data/4djh_cleaned.pdb
CCNC(=O)N1CCC(c2ccccc2)(c2nccn2Cc2ccccc2)CC1,./data/4djh_cleaned.pdb
O=C(Nc1ccccc1)N1CCC(c2ccccc2)(c2nccn2Cc2ccccc2)CC1,./data/4djh_cleaned.pdb
CN(C(=O)Cc1ccccc1)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1,./data/4djh_cleaned.pdb
Oc1ccc2c(c1)[C@]1(CCCc3ccccc3)CCN(CCc3ccccc3F)C[C@@H]1O2,./data/4djh_cleaned.pdb
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,./data/4djh_cleaned.pdb
CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@H](Cc2ccc(O)cc2)NCc2ccccc2)CC(=O)NC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCCN)C(N)=O)NC1=O,./data/4djh_cleaned.pdb
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,./data/4djh_cleaned.pdb
CNC(=O)O[C@H]1C[C@@H](C(=O)OC)[C@]2(C)CC[C@H]3C(=O)O[C@H](c4ccoc4)C[C@]3(C)[C@H]2C1=O,./data/4djh_cleaned.pdb
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1CCN(CCCCc2ccccc2)CC1,./data/4djh_cleaned.pdb
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1CCN(C/C=C/c2cccc3ccccc23)CC1,./data/4djh_cleaned.pdb
CC(C)(C)NC(=O)NC[C@@H]1Cc2ccccc2CN1/C(S)=N/C[C@H]1CCCN1C(=O)c1ccccc1,./data/4djh_cleaned.pdb
Oc1ccc2c3c1O[C@H]1c4[nH]c5c(c4C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314)C[C@@]1(O)[C@H]2Cc3ccc(O)c4c3[C@@]1(CCN2CC1CC1)[C@H]5O4,./data/4djh_cleaned.pdb
O=C(NC[C@@H]1Cc2ccccc2CN1C(=S)NC[C@H]1CCCN1Cc1ccccc1)Nc1ccccc1,./data/4djh_cleaned.pdb
CN1CC[C@]23c4c5ccc(OC(=O)CCCCCCCCC(=O)Oc6ccc7c(c6)[C@@]68CCCCC6[C@@H](C7)N(CC6CCC6)CC8)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,./data/4djh_cleaned.pdb
CCCS(=O)(=O)Nc1ccc2c(c1)CC[C@H](C(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)O2,./data/4djh_cleaned.pdb
c1cnc2[nH]cc(C3CCN(CC4CCCCCCC4)CC3)c2c1,./data/4djh_cleaned.pdb
CN[C@H]1C[C@@H](C(=O)OC)[C@]2(C)CC[C@H]3C(=O)O[C@H](c4ccoc4)C[C@]3(C)[C@H]2C1=O,./data/4djh_cleaned.pdb
CN(C(=O)[C@H]1Cc2ccccc2O1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,./data/4djh_cleaned.pdb
CC(C)C1CCC(N2CCC(N3C(=O)Cc4ccccc43)CC2)CC1,./data/4djh_cleaned.pdb
CC(C1CCCCC1)N1CCC(N2C(=O)Cc3ccccc32)CC1,./data/4djh_cleaned.pdb
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,./data/4djh_cleaned.pdb
CC1(C)CCC(N2CCC3(CC2)C(=O)NCN3c2ccccc2)c2ccccc21,./data/4djh_cleaned.pdb
Cc1ccccc1C(c1ccccc1)N1CCC2(CC1)C(=O)NCN2c1ccccc1,./data/4djh_cleaned.pdb
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,./data/4djh_cleaned.pdb
O=C1[C@@H](c2ccc(Cl)c(Cl)c2)CC=CCN1C(CN1CCCC1)c1ccccc1,./data/4djh_cleaned.pdb
Oc1ccc2c(c1)[C@]13CCN(CC4CCC4)[C@H](C2)[C@@H]1Cc1c([nH]c2ccccc12)C3,./data/4djh_cleaned.pdb
CCNC(=O)c1ccc(Oc2ccc(CNCCc3ccccc3)cc2)nc1,./data/4djh_cleaned.pdb
CNCc1ccccc1C1(O)CCN(C(c2ccccc2Cl)c2ccccc2Cl)CC1,./data/4djh_cleaned.pdb
NCc1ccccc1C1(O)CCN(C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)CC1,./data/4djh_cleaned.pdb
OCc1ccccc1C1(O)CCN(C(c2ccccc2)c2ccccc2)CC1,./data/4djh_cleaned.pdb
CC[C@@]12CCN(CCc3ccccc3)C[C@@H]1Oc1ccc(O)cc12,./data/4djh_cleaned.pdb
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,./data/4djh_cleaned.pdb
CC(C)[C@H]1CC[C@@H](N2CCC(n3cc(CNCCO)c4ccccc43)CC2)CC1,./data/4djh_cleaned.pdb
CCNCC(=O)NCc1cn(C2CCN([C@H]3CC[C@@H](C(C)C)CC3)CC2)c2ccccc12,./data/4djh_cleaned.pdb
CNC(c1ccccc1)C(C)(C)C(=O)NCc1ccccc1,./data/4djh_cleaned.pdb
COc1ccccc1NC(=O)N1CCC(c2ccccc2)(c2nccn2Cc2ccccc2)CC1,./data/4djh_cleaned.pdb
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@@H]1CCCC[C@H]1N1CCCC1,./data/4djh_cleaned.pdb
CNC(c1cccc(O)c1)C(C)(C)C(=O)NCCCc1ccccc1,./data/4djh_cleaned.pdb
CNC(c1cccc(O)c1)C(C)(C)C(=O)NCC1CC1,./data/4djh_cleaned.pdb
CN(C(=O)Cc1ccc2c(c1)OCO2)[C@H](CN1CCCC1)c1ccccc1,./data/4djh_cleaned.pdb
COc1cc(CC(=O)N(C)[C@H](CN2CCCC2)c2ccccc2)c(S(=O)(=O)N2CCCC2)cc1OC,./data/4djh_cleaned.pdb
COc1cc(CC(=O)N(C)[C@H](CN2CCCC2)c2ccccc2)c(S(=O)(=O)N(C)Cc2ccccc2)cc1OC,./data/4djh_cleaned.pdb
CC[C@@H]1CN2CC[C@]3(Nc4cccc(OC)c4C3=O)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,./data/4djh_cleaned.pdb
COc1ccc2c3c1O[C@H]1[C@@]4(OC)C=C[C@@]5(C[C@@H]4c4ccccc4N)[C@@H](C2)N(C)CC[C@]315,./data/4djh_cleaned.pdb
CN(C(=O)Cc1ccc(C(F)(F)F)cc1)C(CN1CCCC1)c1cccc(O)c1,./data/4djh_cleaned.pdb
CN(C(=O)Cc1ccc(C(F)(F)F)cc1)C(CN1CCCC1)c1cccc(OCC(=O)O)c1,./data/4djh_cleaned.pdb
CCO[C@H]1C[C@@H](C(=O)OC)[C@]2(C)CC[C@H]3C(=O)O[C@H](c4ccoc4)C[C@]3(C)[C@H]2C1=O,./data/4djh_cleaned.pdb
CCCCCCC(=O)N[C@@]12Cc3c([nH]c4ccccc34)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(C)C2C5,./data/4djh_cleaned.pdb
CCCNCCN1CN(c2ccccc2)C2(CCN(C3CCC(C)(C)c4ccccc43)CC2)C1=O,./data/4djh_cleaned.pdb
O=C1/C(=C/c2ccccc2)C[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CCCc2ccccc2)[C@H]1O5,./data/4djh_cleaned.pdb
O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccc(C(F)(F)F)cc1.O=C(O)C(=O)O,./data/4djh_cleaned.pdb
CC(C)(C)OC(=O)NCCNc1nc2ccccc2n(C2CCN(C3CCCCCCC3)CC2)c1=O,./data/4djh_cleaned.pdb
CC(=O)N1CC2CN(c3nc4ccccc4n(C4CCN(C5CCCCCCC5)CC4)c3=O)CC2C1,./data/4djh_cleaned.pdb
O=c1c(N2CCc3ccccc32)nc2ccccc2n1C1CCN(C2CCCCCCC2)CC1,./data/4djh_cleaned.pdb
O=C(NCc1nn[nH]n1)c1nc2ccccc2n([C@H]2C[C@H]3CC[C@@H](C2)N3C2CCCCCCC2)c1=O,./data/4djh_cleaned.pdb
C[C@H]1CN(C)CC[C@@]1(C)c1cccc(O)c1,./data/4djh_cleaned.pdb
COc1ccc2c(c1)[C@]13CCN(CC4CC4)C[C@@]1(C2)Cc1cc(C(N)=O)c(=O)[nH]c1C3,./data/4djh_cleaned.pdb
O=C(O)Cc1nc2ccccc2n([C@H]2C[C@H]3CCC[C@@H](C2)N3C2CCCCCCC2)c1=O,./data/4djh_cleaned.pdb
CCNC(=O)NCCc1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,./data/4djh_cleaned.pdb
O=C(Cc1ccc(Cl)c(Cl)c1)N1C[C@@H]2CC[C@@H](N3CCCC3)[C@H]1CN2Cc1ccccc1,./data/4djh_cleaned.pdb
CCCCCCCCCCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@H]2C,./data/4djh_cleaned.pdb
CCCCCCCNC(=O)c1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,./data/4djh_cleaned.pdb
COc1ccc2c3c1O[C@H]1[C@@]4(OC)CC[C@@]5(C[C@@H]4C(NC(C)C(=O)O)c4ccccc4)[C@@H](C2)N(CC2CC2)CC[C@]315,./data/4djh_cleaned.pdb
COc1ccc(C2CCCN2Cc2ccc(Oc3ccc(C(=O)NO)cc3)cc2)cc1,./data/4djh_cleaned.pdb
Oc1cccc2c1O[C@H]1CCC[C@H]3CN(CCc4ccccc4)CC[C@@]231,./data/4djh_cleaned.pdb
COc1ccc2c3c1O[C@H]1[C@@]4(OC)CC[C@@]5(C[C@@H]4C(NC(C)C(N)=O)c4ccccc4)[C@@H](C2)N(CC2CC2)CC[C@]315,./data/4djh_cleaned.pdb
CCCC(=N)NCCc1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,./data/4djh_cleaned.pdb
O=C(Nc1ccc(I)cc1)Nc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CC1)CC3,./data/4djh_cleaned.pdb
O=C(/C=C/c1ccccc1)N[C@@H]1CC[C@@]2(OC(=O)c3ccccc3)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,./data/4djh_cleaned.pdb
COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(OC(=O)/C=C/c5ccc(C)cc5)[C@@H](C2)N(CC2CC2)CC[C@]314,./data/4djh_cleaned.pdb
O=C(N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccncc1,./data/4djh_cleaned.pdb
NC(=O)c1ccc(Oc2ccc(CNCCc3ccccc3)cc2)nc1,./data/4djh_cleaned.pdb
NCc1ccccc1C1(O)CCN(C(c2ccccc2F)c2ccccc2F)CC1,./data/4djh_cleaned.pdb
CC(C)(C)C1(O)CCN(C(c2ccccc2)c2ccccc2)CC1,./data/4djh_cleaned.pdb
OC1(c2ccc(Cl)cc2)CCN(C(c2ccccc2)c2ccccc2)CC1,./data/4djh_cleaned.pdb
CNC(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,./data/4djh_cleaned.pdb
Ic1ccc(CN(Cc2ccc(I)cc2)c2ccc3c(c2)[C@@]24CCCC[C@H]2[C@@H](C3)N(CC2CCC2)CC4)cc1,./data/4djh_cleaned.pdb
NCc1cc2c(cc1O)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,./data/4djh_cleaned.pdb
c1ccc(Nc2ccc3c(c2)[C@@]24CCCC[C@H]2[C@@H](C3)N(CC2CC2)CC4)cc1,./data/4djh_cleaned.pdb
O=C(CCCCC(=O)NCc1cc2c(cc1O)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3)NCc1cc2c(cc1O)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,./data/4djh_cleaned.pdb
Cc1nc2c3c(ccc2[nH]1)CC1[C@H](C)[C@]3(C)CCN1CC1CC1,./data/4djh_cleaned.pdb
C=CC(=O)O[C@H]1C[C@@H](C(=O)OC)[C@]2(C)CC[C@H]3C(=O)O[C@H](c4ccoc4)C[C@]3(C)[C@H]2C1=O,./data/4djh_cleaned.pdb
COC(=O)[C@@H]1C[C@H](OC(=O)/C=C/c2ccc3c(c2)OCO3)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,./data/4djh_cleaned.pdb
CO[C@]12CC[C@@]3(C[C@@H]1[C@@H](O)CCc1ccccc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,./data/4djh_cleaned.pdb
CO[C@]12CC[C@@]3(C[C@@H]1[C@H](O)C1CCCC1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,./data/4djh_cleaned.pdb
Nc1nc2ccccc2n(C2CCN(C3CCCCCCC3)CC2)c1=O,./data/4djh_cleaned.pdb
O=c1c(NC[C@@H](O)CO)nc2ccccc2n1[C@H]1C[C@H]2CC[C@@H](C1)N2C1CCCCCCC1,./data/4djh_cleaned.pdb
O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccncn1,./data/4djh_cleaned.pdb
COc1ccc(CN(C)c2ccc3c(c2)[C@@]24CCCC[C@H]2[C@@H](C3)N(CC2CCC2)CC4)cc1,./data/4djh_cleaned.pdb
CCC1C(=O)N(C2CCN(C(C)CC(c3ccccc3)c3ccccc3)CC2)c2ccccc21,./data/4djh_cleaned.pdb
COc1ccc2c(c1)[C@]13CCN(C)[C@H](C2)[C@@H]1Cc1c([nH]c2ccccc12)C3,./data/4djh_cleaned.pdb
COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,./data/4djh_cleaned.pdb
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1CCN(C/C=C\Cc2ccccc2)CC1,./data/4djh_cleaned.pdb
COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](C3=NCCO3)C[C@]21C,./data/4djh_cleaned.pdb
COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3Br)C[C@]21C,./data/4djh_cleaned.pdb
O=C1Cc2ccccc2N1C1CCN(C2C3CCCC2CCC3)CC1,./data/4djh_cleaned.pdb
CCCN1CC[C@H]2c3cc4cc(Cl)ccc4nc3[C@H](CC)[C@H]3CCC[C@@H]1[C@@H]32,./data/4djh_cleaned.pdb
CCCN1CC[C@H]2CC(=O)[C@H](Cc3ccccc3)[C@H]3CCC[C@@H]1[C@H]23,./data/4djh_cleaned.pdb
O=CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,./data/4djh_cleaned.pdb
CN(C)C1CCc2ccc(O)cc2C1(C)C,./data/4djh_cleaned.pdb
CCCN(C)C1CCc2ccc(O)cc2C1(C)C,./data/4djh_cleaned.pdb
CCCN(CCC)C1CCc2ccc(O)cc2C1(C)C,./data/4djh_cleaned.pdb
C=CCNC1CCc2ccc(O)cc2C1(C)C,./data/4djh_cleaned.pdb
C=CCN(C)C1CCc2ccc(O)cc2C1(C)C,./data/4djh_cleaned.pdb
O=C1C[C@@H]2CCN(Cc3cccs3)[C@@H]3CCC[C@@H]([C@@H]23)[C@H]1Cc1ccccc1,./data/4djh_cleaned.pdb
Fc1ccc2[nH]cc(C3CCN(C4Cc5cccc6cccc4c56)CC3)c2c1,./data/4djh_cleaned.pdb
COC(=O)[C@@H]1C[C@H](OC(=O)c2ccsc2)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,./data/4djh_cleaned.pdb
COC(=O)[C@@H]1C[C@H](OC(=O)c2ccccc2)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,./data/4djh_cleaned.pdb
CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2nc4ccccc4cc2C[C@@]3(O)[C@H]1C5.Cl,./data/4djh_cleaned.pdb
COC(=O)[C@@H]1C[C@H](OC(=O)/C=C/c2ccccc2OC)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,./data/4djh_cleaned.pdb
COC(=O)[C@@H]1C[C@H](OC(=O)/C=C/c2cc(OC)ccc2OC)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,./data/4djh_cleaned.pdb
